0.0000000000,0.0000000000
0.0100000000,0.0100000000
0.0200000000,0.0200000000
0.0300000000,0.0299990000
0.0400000000,0.0399960000
0.0500000000,0.0499900001
0.0600000000,0.0599800006
0.0700000000,0.0699650021
0.0800000000,0.0799440056
0.0900000000,0.0899160126
0.1000000000,0.0998800252
0.1100000000,0.1098350462
0.1200000000,0.1197800792
0.1300000000,0.1297141287
0.1400000000,0.1396362002
0.1500000000,0.1495453002
0.1600000000,0.1594404367
0.1700000000,0.1693206186
0.1800000000,0.1791848565
0.1900000000,0.1890321623
0.2000000000,0.1988615496
0.2100000000,0.2086720337
0.2200000000,0.2184626317
0.2300000000,0.2282323624
0.2400000000,0.2379802469
0.2500000000,0.2477053082
0.2600000000,0.2574065714
0.2700000000,0.2670830641
0.2800000000,0.2767338162
0.2900000000,0.2863578599
0.3000000000,0.2959542303
0.3100000000,0.3055219648
0.3200000000,0.3150601040
0.3300000000,0.3245676909
0.3400000000,0.3340437719
0.3500000000,0.3434873960
0.3600000000,0.3528976158
0.3700000000,0.3622734869
0.3800000000,0.3716140682
0.3900000000,0.3809184221
0.4000000000,0.3901856146
0.4100000000,0.3994147153
0.4200000000,0.4086047975
0.4300000000,0.4177549381
0.4400000000,0.4268642183
0.4500000000,0.4359317230
0.4600000000,0.4449565413
0.4700000000,0.4539377663
0.4800000000,0.4628744958
0.4900000000,0.4717658314
0.5000000000,0.4806108797
0.5100000000,0.4894087513
0.5200000000,0.4981585618
0.5300000000,0.5068594315
0.5400000000,0.5155104853
0.5500000000,0.5241108532
0.5600000000,0.5326596700
0.5700000000,0.5411560757
0.5800000000,0.5495992155
0.5900000000,0.5579882396
0.6000000000,0.5663223039
0.6100000000,0.5746005693
0.6200000000,0.5828222025
0.6300000000,0.5909863756
0.6400000000,0.5990922665
0.6500000000,0.6071390588
0.6600000000,0.6151259418
0.6700000000,0.6230521109
0.6800000000,0.6309167675
0.6900000000,0.6387191188
0.7000000000,0.6464583785
0.7100000000,0.6541337662
0.7200000000,0.6617445081
0.7300000000,0.6692898366
0.7400000000,0.6767689907
0.7500000000,0.6841812158
0.7600000000,0.6915257640
0.7700000000,0.6988018941
0.7800000000,0.7060088716
0.7900000000,0.7131459689
0.8000000000,0.7202124653
0.8100000000,0.7272076471
0.8200000000,0.7341308077
0.8300000000,0.7409812475
0.8400000000,0.7477582742
0.8500000000,0.7544612028
0.8600000000,0.7610893556
0.8700000000,0.7676420623
0.8800000000,0.7741186600
0.8900000000,0.7805184935
0.9000000000,0.7868409152
0.9100000000,0.7930852850
0.9200000000,0.7992509707
0.9300000000,0.8053373478
0.9400000000,0.8113437999
0.9500000000,0.8172697183
0.9600000000,0.8231145022
0.9700000000,0.8288775592
0.9800000000,0.8345583048
0.9900000000,0.8401561626
1.0000000000,0.8456705645
1.0100000000,0.8511009509
1.0200000000,0.8564467702
1.0300000000,0.8617074794
1.0400000000,0.8668825439
1.0500000000,0.8719714376
1.0600000000,0.8769736431
1.0700000000,0.8818886515
1.0800000000,0.8867159625
1.0900000000,0.8914550847
1.1000000000,0.8961055352
1.1100000000,0.9006668402
1.1200000000,0.9051385347
1.1300000000,0.9095201625
1.1400000000,0.9138112765
1.1500000000,0.9180114384
1.1600000000,0.9221202192
1.1700000000,0.9261371988
1.1800000000,0.9300619665
1.1900000000,0.9338941204
1.2000000000,0.9376332681
1.2100000000,0.9412790264
1.2200000000,0.9448310214
1.2300000000,0.9482888885
1.2400000000,0.9516522724
1.2500000000,0.9549208275
1.2600000000,0.9580942174
1.2700000000,0.9611721152
1.2800000000,0.9641542035
1.2900000000,0.9670401747
1.3000000000,0.9698297304
1.3100000000,0.9725225821
1.3200000000,0.9751184508
1.3300000000,0.9776170673
1.3400000000,0.9800181719
1.3500000000,0.9823215148
1.3600000000,0.9845268559
1.3700000000,0.9866339649
1.3800000000,0.9886426211
1.3900000000,0.9905526140
1.4000000000,0.9923637426
1.4100000000,0.9940758160
1.4200000000,0.9956886529
1.4300000000,0.9972020823
1.4400000000,0.9986159429
1.4500000000,0.9999300832
1.4600000000,1.0011443619
1.4700000000,1.0022586476
1.4800000000,1.0032728189
1.4900000000,1.0041867643
1.5000000000,1.0050003824
1.5100000000,1.0057135819
1.5200000000,1.0063262813
1.5300000000,1.0068384094
1.5400000000,1.0072499048
1.5500000000,1.0075607164
1.5600000000,1.0077708030
1.5700000000,1.0078801335
1.5800000000,1.0078886870
1.5900000000,1.0077964524
1.6000000000,1.0076034290
1.6100000000,1.0073096259
1.6200000000,1.0069150625
1.6300000000,1.0064197681
1.6400000000,1.0058237822
1.6500000000,1.0051271543
1.6600000000,1.0043299441
1.6700000000,1.0034322211
1.6800000000,1.0024340651
1.6900000000,1.0013355660
1.7000000000,1.0001368234
1.7100000000,0.9988379472
1.7200000000,0.9974390574
1.7300000000,0.9959402838
1.7400000000,0.9943417663
1.7500000000,0.9926436547
1.7600000000,0.9908461090
1.7700000000,0.9889492989
1.7800000000,0.9869534042
1.7900000000,0.9848586146
1.8000000000,0.9826651296
1.8100000000,0.9803731587
1.8200000000,0.9779829214
1.8300000000,0.9754946467
1.8400000000,0.9729085738
1.8500000000,0.9702249513
1.8600000000,0.9674440381
1.8700000000,0.9645661023
1.8800000000,0.9615914221
1.8900000000,0.9585202853
1.9000000000,0.9553529894
1.9100000000,0.9520898414
1.9200000000,0.9487311582
1.9300000000,0.9452772659
1.9400000000,0.9417285006
1.9500000000,0.9380852075
1.9600000000,0.9343477415
1.9700000000,0.9305164671
1.9800000000,0.9265917578
1.9900000000,0.9225739970
2.0000000000,0.9184635769
2.0100000000,0.9142608995
2.0200000000,0.9099663757
2.0300000000,0.9055804258
2.0400000000,0.9011034792
2.0500000000,0.8965359746
2.0600000000,0.8918783597
2.0700000000,0.8871310912
2.0800000000,0.8822946348
2.0900000000,0.8773694653
2.1000000000,0.8723560664
2.1100000000,0.8672549305
2.1200000000,0.8620665590
2.1300000000,0.8567914621
2.1400000000,0.8514301584
2.1500000000,0.8459831756
2.1600000000,0.8404510498
2.1700000000,0.8348343257
2.1800000000,0.8291335565
2.1900000000,0.8233493038
2.2000000000,0.8174821378
2.2100000000,0.8115326369
2.2200000000,0.8055013877
2.2300000000,0.7993889853
2.2400000000,0.7931960328
2.2500000000,0.7869231413
2.2600000000,0.7805709302
2.2700000000,0.7741400269
2.2800000000,0.7676310664
2.2900000000,0.7610446919
2.3000000000,0.7543815544
2.3100000000,0.7476423123
2.3200000000,0.7408276321
2.3300000000,0.7339381877
2.3400000000,0.7269746605
2.3500000000,0.7199377395
2.3600000000,0.7128281210
2.3700000000,0.7056465088
2.3800000000,0.6983936137
2.3900000000,0.6910701540
2.4000000000,0.6836768549
2.4100000000,0.6762144488
2.4200000000,0.6686836750
2.4300000000,0.6610852798
2.4400000000,0.6534200162
2.4500000000,0.6456886441
2.4600000000,0.6378919300
2.4700000000,0.6300306470
2.4800000000,0.6221055748
2.4900000000,0.6141174996
2.5000000000,0.6060672138
2.5100000000,0.5979555162
2.5200000000,0.5897832119
2.5300000000,0.5815511121
2.5400000000,0.5732600340
2.5500000000,0.5649108007
2.5600000000,0.5565042415
2.5700000000,0.5480411911
2.5800000000,0.5395224904
2.5900000000,0.5309489855
2.6000000000,0.5223215284
2.6100000000,0.5136409763
2.6200000000,0.5049081921
2.6300000000,0.4961240439
2.6400000000,0.4872894048
2.6500000000,0.4784051533
2.6600000000,0.4694721728
2.6700000000,0.4604913519
2.6800000000,0.4514635837
2.6900000000,0.4423897664
2.7000000000,0.4332708027
2.7100000000,0.4241076001
2.7200000000,0.4149010703
2.7300000000,0.4056521298
2.7400000000,0.3963616992
2.7500000000,0.3870307034
2.7600000000,0.3776600715
2.7700000000,0.3682507364
2.7800000000,0.3588036354
2.7900000000,0.3493197092
2.8000000000,0.3397999027
2.8100000000,0.3302451643
2.8200000000,0.3206564458
2.8300000000,0.3110347029
2.8400000000,0.3013808942
2.8500000000,0.2916959822
2.8600000000,0.2819809320
2.8700000000,0.2722367122
2.8800000000,0.2624642944
2.8900000000,0.2526646528
2.9000000000,0.2428387648
2.9100000000,0.2329876104
2.9200000000,0.2231121721
2.9300000000,0.2132134350
2.9400000000,0.2032923868
2.9500000000,0.1933500171
2.9600000000,0.1833873183
2.9700000000,0.1734052844
2.9800000000,0.1634049118
2.9900000000,0.1533871987
3.0000000000,0.1433531450
3.0100000000,0.1333037527
3.0200000000,0.1232400250
3.0300000000,0.1131629670
3.0400000000,0.1030735850
3.0500000000,0.0929728866
3.0600000000,0.0828618810
3.0700000000,0.0727415780
3.0800000000,0.0626129888
3.0900000000,0.0524771255
3.1000000000,0.0423350009
3.1100000000,0.0321876285
3.1200000000,0.0220360227
3.1300000000,0.0118811981
3.1400000000,0.0017241699
3.1500000000,-0.0084340464
3.1600000000,-0.0185924351
3.1700000000,-0.0287499805
3.1800000000,-0.0389056666
3.1900000000,-0.0490584777
3.2000000000,-0.0592073982
3.2100000000,-0.0693514129
3.2200000000,-0.0794895068
3.2300000000,-0.0896206656
3.2400000000,-0.0997438754
3.2500000000,-0.1098581232
3.2600000000,-0.1199623966
3.2700000000,-0.1300556842
3.2800000000,-0.1401369755
3.2900000000,-0.1502052613
3.3000000000,-0.1602595334
3.3100000000,-0.1702987849
3.3200000000,-0.1803220105
3.3300000000,-0.1903282062
3.3400000000,-0.2003163697
3.3500000000,-0.2102855004
3.3600000000,-0.2202345995
3.3700000000,-0.2301626700
3.3800000000,-0.2400687170
3.3900000000,-0.2499517478
3.4000000000,-0.2598107717
3.4100000000,-0.2696448004
3.4200000000,-0.2794528481
3.4300000000,-0.2892339313
3.4400000000,-0.2989870691
3.4500000000,-0.3087112836
3.4600000000,-0.3184055994
3.4700000000,-0.3280690441
3.4800000000,-0.3377006482
3.4900000000,-0.3472994454
3.5000000000,-0.3568644725
3.5100000000,-0.3663947697
3.5200000000,-0.3758893805
3.5300000000,-0.3853473517
3.5400000000,-0.3947677340
3.5500000000,-0.4041495816
3.5600000000,-0.4134919525
3.5700000000,-0.4227939083
3.5800000000,-0.4320545150
3.5900000000,-0.4412728422
3.6000000000,-0.4504479641
3.6100000000,-0.4595789586
3.6200000000,-0.4686649083
3.6300000000,-0.4777049002
3.6400000000,-0.4866980255
3.6500000000,-0.4956433804
3.6600000000,-0.5045400655
3.6700000000,-0.5133871862
3.6800000000,-0.5221838529
3.6900000000,-0.5309291809
3.7000000000,-0.5396222905
3.7100000000,-0.5482623072
3.7200000000,-0.5568483617
3.7300000000,-0.5653795899
3.7400000000,-0.5738551333
3.7500000000,-0.5822741387
3.7600000000,-0.5906357587
3.7700000000,-0.5989391512
3.7800000000,-0.6071834801
3.7900000000,-0.6153679151
3.8000000000,-0.6234916318
3.8100000000,-0.6315538117
3.8200000000,-0.6395536424
3.8300000000,-0.6474903178
3.8400000000,-0.6553630377
3.8500000000,-0.6631710087
3.8600000000,-0.6709134433
3.8700000000,-0.6785895608
3.8800000000,-0.6861985870
3.8900000000,-0.6937397543
3.9000000000,-0.7012123017
3.9100000000,-0.7086154751
3.9200000000,-0.7159485272
3.9300000000,-0.7232107179
3.9400000000,-0.7304013136
3.9500000000,-0.7375195883
3.9600000000,-0.7445648229
3.9700000000,-0.7515363055
3.9800000000,-0.7584333316
3.9900000000,-0.7652552041
4.0000000000,-0.7720012333
4.0100000000,-0.7786707369
4.0200000000,-0.7852630405
4.0300000000,-0.7917774769
4.0400000000,-0.7982133870
4.0500000000,-0.8045701194
4.0600000000,-0.8108470305
4.0700000000,-0.8170434845
4.0800000000,-0.8231588539
4.0900000000,-0.8291925189
4.1000000000,-0.8351438680
4.1100000000,-0.8410122978
4.1200000000,-0.8467972133
4.1300000000,-0.8524980275
4.1400000000,-0.8581141621
4.1500000000,-0.8636450468
4.1600000000,-0.8690901201
4.1700000000,-0.8744488289
4.1800000000,-0.8797206286
4.1900000000,-0.8849049835
4.2000000000,-0.8900013664
4.2100000000,-0.8950092587
4.2200000000,-0.8999281509
4.2300000000,-0.9047575422
4.2400000000,-0.9094969407
4.2500000000,-0.9141458634
4.2600000000,-0.9187038364
4.2700000000,-0.9231703948
4.2800000000,-0.9275450828
4.2900000000,-0.9318274538
4.3000000000,-0.9360170703
4.3100000000,-0.9401135041
4.3200000000,-0.9441163361
4.3300000000,-0.9480251568
4.3400000000,-0.9518395659
4.3500000000,-0.9555591724
4.3600000000,-0.9591835950
4.3700000000,-0.9627124617
4.3800000000,-0.9661454100
4.3900000000,-0.9694820870
4.4000000000,-0.9727221496
4.4100000000,-0.9758652639
4.4200000000,-0.9789111060
4.4300000000,-0.9818593615
4.4400000000,-0.9847097260
4.4500000000,-0.9874619045
4.4600000000,-0.9901156121
4.4700000000,-0.9926705734
4.4800000000,-0.9951265232
4.4900000000,-0.9974832060
4.5000000000,-0.9997403761
4.5100000000,-1.0018977979
4.5200000000,-1.0039552456
4.5300000000,-1.0059125035
4.5400000000,-1.0077693660
4.5500000000,-1.0095256371
4.5600000000,-1.0111811314
4.5700000000,-1.0127356731
4.5800000000,-1.0141890966
4.5900000000,-1.0155412466
4.6000000000,-1.0167919777
4.6100000000,-1.0179411547
4.6200000000,-1.0189886524
4.6300000000,-1.0199343561
4.6400000000,-1.0207781609
4.6500000000,-1.0215199722
4.6600000000,-1.0221597058
4.6700000000,-1.0226972873
4.6800000000,-1.0231326529
4.6900000000,-1.0234657487
4.7000000000,-1.0236965313
4.7100000000,-1.0238249673
4.7200000000,-1.0238510336
4.7300000000,-1.0237747174
4.7400000000,-1.0235960162
4.7500000000,-1.0233149375
4.7600000000,-1.0229314991
4.7700000000,-1.0224457293
4.7800000000,-1.0218576663
4.7900000000,-1.0211673588
4.8000000000,-1.0203748655
4.8100000000,-1.0194802554
4.8200000000,-1.0184836079
4.8300000000,-1.0173850123
4.8400000000,-1.0161845684
4.8500000000,-1.0148823860
4.8600000000,-1.0134785851
4.8700000000,-1.0119732960
4.8800000000,-1.0103666590
4.8900000000,-1.0086588247
4.9000000000,-1.0068499537
4.9100000000,-1.0049402169
4.9200000000,-1.0029297950
4.9300000000,-1.0008188791
4.9400000000,-0.9986076703
4.9500000000,-0.9962963795
4.9600000000,-0.9938852280
4.9700000000,-0.9913744469
4.9800000000,-0.9887642772
