10,1.527422,1.549768
110,1.635718,1.635884
210,1.640138,1.640183
310,1.641693,1.641713
410,1.642486,1.642498
510,1.642967,1.642975
610,1.643291,1.643296
710,1.643523,1.643527
810,1.643697,1.643700
910,1.643833,1.643836
1010,1.643942,1.643945
1110,1.644032,1.644034
1210,1.644107,1.644108
1310,1.644169,1.644171
1410,1.644224,1.644225
1510,1.644271,1.644272
1610,1.644312,1.644313
1710,1.644348,1.644349
1810,1.644384,1.644382
1910,1.644410,1.644411
2010,1.644434,1.644437
2110,1.644458,1.644460
2210,1.644482,1.644482
2310,1.644506,1.644501
2410,1.644524,1.644519
2510,1.644536,1.644536
2610,1.644548,1.644551
2710,1.644560,1.644565
2810,1.644572,1.644578
2910,1.644584,1.644590
3010,1.644596,1.644602
3110,1.644608,1.644613
3210,1.644619,1.644623
3310,1.644631,1.644632
3410,1.644643,1.644641
3510,1.644655,1.644649
3610,1.644667,1.644657
3710,1.644679,1.644665
3810,1.644691,1.644672
3910,1.644703,1.644678
4010,1.644715,1.644685
4110,1.644725,1.644691
4210,1.644725,1.644696
4310,1.644725,1.644702
4410,1.644725,1.644707
4510,1.644725,1.644712
4610,1.644725,1.644717
4710,1.644725,1.644722
4810,1.644725,1.644726
4910,1.644725,1.644730
5010,1.644725,1.644735
5110,1.644725,1.644738
5210,1.644725,1.644742
5310,1.644725,1.644746
5410,1.644725,1.644749
5510,1.644725,1.644753
5610,1.644725,1.644756
5710,1.644725,1.644759
5810,1.644725,1.644762
5910,1.644725,1.644765
6010,1.644725,1.644768
6110,1.644725,1.644770
6210,1.644725,1.644773
6310,1.644725,1.644776
6410,1.644725,1.644778
6510,1.644725,1.644780
6610,1.644725,1.644783
6710,1.644725,1.644785
6810,1.644725,1.644787
6910,1.644725,1.644789
7010,1.644725,1.644791
7110,1.644725,1.644793
7210,1.644725,1.644795
7310,1.644725,1.644797
7410,1.644725,1.644799
7510,1.644725,1.644801
7610,1.644725,1.644803
7710,1.644725,1.644804
7810,1.644725,1.644806
7910,1.644725,1.644808
8010,1.644725,1.644809
8110,1.644725,1.644811
8210,1.644725,1.644812
8310,1.644725,1.644814
8410,1.644725,1.644815
8510,1.644725,1.644817
8610,1.644725,1.644818
8710,1.644725,1.644819
8810,1.644725,1.644821
8910,1.644725,1.644822
9010,1.644725,1.644823
9110,1.644725,1.644824
9210,1.644725,1.644825
9310,1.644725,1.644827
9410,1.644725,1.644828
9510,1.644725,1.644829
9610,1.644725,1.644830
9710,1.644725,1.644831
9810,1.644725,1.644832
9910,1.644725,1.644833
