1.00000, 0.00040, -0.00000
0.99997, 0.00440, -0.00000
0.99989, 0.00840, -0.00000
0.99976, 0.01240, -0.00000
0.99958, 0.01639, -0.00000
0.99935, 0.02039, -0.00001
0.99907, 0.02438, -0.00001
0.99874, 0.02837, -0.00001
0.99836, 0.03235, -0.00002
0.99793, 0.03633, -0.00003
0.99745, 0.04031, -0.00004
0.99693, 0.04428, -0.00006
0.99635, 0.04824, -0.00007
0.99572, 0.05220, -0.00009
0.99505, 0.05615, -0.00011
0.99432, 0.06009, -0.00014
0.99355, 0.06403, -0.00017
0.99272, 0.06795, -0.00020
0.99185, 0.07187, -0.00024
0.99093, 0.07578, -0.00028
0.98996, 0.07967, -0.00033
0.98895, 0.08356, -0.00038
0.98788, 0.08744, -0.00043
0.98677, 0.09130, -0.00050
0.98561, 0.09515, -0.00056
0.98441, 0.09899, -0.00063
0.98315, 0.10282, -0.00071
0.98185, 0.10663, -0.00080
0.98050, 0.11043, -0.00089
0.97911, 0.11421, -0.00098
0.97767, 0.11798, -0.00109
0.97618, 0.12174, -0.00120
0.97465, 0.12547, -0.00131
0.97308, 0.12920, -0.00144
0.97145, 0.13290, -0.00157
0.96979, 0.13659, -0.00171
0.96807, 0.14026, -0.00186
0.96632, 0.14391, -0.00201
0.96452, 0.14754, -0.00217
0.96267, 0.15115, -0.00235
0.96079, 0.15475, -0.00253
0.95886, 0.15832, -0.00271
0.95688, 0.16187, -0.00291
0.95487, 0.16540, -0.00312
0.95281, 0.16892, -0.00333
0.95071, 0.17241, -0.00356
0.94856, 0.17587, -0.00379
0.94638, 0.17932, -0.00404
0.94416, 0.18274, -0.00429
0.94189, 0.18614, -0.00455
0.93959, 0.18951, -0.00483
0.93724, 0.19286, -0.00511
0.93486, 0.19619, -0.00540
0.93243, 0.19949, -0.00571
0.92997, 0.20277, -0.00602
0.92747, 0.20602, -0.00635
0.92493, 0.20924, -0.00669
0.92235, 0.21244, -0.00703
0.91973, 0.21561, -0.00739
0.91708, 0.21875, -0.00776
0.91439, 0.22187, -0.00814
0.91167, 0.22495, -0.00854
0.90891, 0.22801, -0.00894
0.90611, 0.23104, -0.00936
0.90328, 0.23405, -0.00979
0.90041, 0.23702, -0.01023
0.89751, 0.23996, -0.01068
0.89457, 0.24287, -0.01114
0.89160, 0.24576, -0.01162
0.88860, 0.24861, -0.01211
0.88556, 0.25143, -0.01261
0.88250, 0.25422, -0.01312
0.87940, 0.25697, -0.01365
0.87626, 0.25970, -0.01419
0.87310, 0.26239, -0.01474
0.86991, 0.26505, -0.01531
0.86668, 0.26767, -0.01589
0.86343, 0.27027, -0.01648
0.86015, 0.27283, -0.01708
0.85683, 0.27535, -0.01770
0.85349, 0.27784, -0.01833
0.85012, 0.28030, -0.01898
0.84672, 0.28272, -0.01964
0.84330, 0.28510, -0.02031
0.83985, 0.28745, -0.02100
0.83637, 0.28976, -0.02170
0.83286, 0.29204, -0.02241
0.82933, 0.29428, -0.02314
0.82578, 0.29648, -0.02388
0.82220, 0.29865, -0.02464
0.81860, 0.30078, -0.02541
0.81497, 0.30287, -0.02620
0.81132, 0.30492, -0.02700
0.80765, 0.30693, -0.02781
0.80395, 0.30891, -0.02864
0.80024, 0.31084, -0.02948
0.79650, 0.31274, -0.03034
0.79274, 0.31459, -0.03122
0.78896, 0.31641, -0.03210
0.78516, 0.31819, -0.03301
0.78135, 0.31992, -0.03393
0.77751, 0.32162, -0.03486
0.77366, 0.32327, -0.03581
0.76979, 0.32488, -0.03677
0.76590, 0.32645, -0.03775
0.76200, 0.32798, -0.03874
0.75808, 0.32947, -0.03975
0.75414, 0.33091, -0.04078
0.75019, 0.33231, -0.04182
0.74623, 0.33367, -0.04287
0.74225, 0.33499, -0.04395
0.73826, 0.33626, -0.04503
0.73426, 0.33749, -0.04614
0.73025, 0.33867, -0.04725
0.72622, 0.33981, -0.04839
0.72219, 0.34091, -0.04954
0.71814, 0.34196, -0.05071
0.71409, 0.34296, -0.05189
0.71003, 0.34392, -0.05309
0.70596, 0.34484, -0.05430
0.70188, 0.34571, -0.05553
0.69779, 0.34653, -0.05678
0.69371, 0.34731, -0.05804
0.68961, 0.34804, -0.05932
0.68551, 0.34872, -0.06061
0.68141, 0.34936, -0.06192
0.67731, 0.34995, -0.06325
0.67320, 0.35049, -0.06459
0.66909, 0.35099, -0.06595
0.66498, 0.35144, -0.06733
0.66087, 0.35184, -0.06872
0.65676, 0.35219, -0.07013
0.65266, 0.35250, -0.07155
0.64855, 0.35275, -0.07299
0.64445, 0.35296, -0.07445
0.64036, 0.35312, -0.07593
0.63626, 0.35323, -0.07742
0.63218, 0.35330, -0.07892
0.62810, 0.35331, -0.08044
0.62403, 0.35328, -0.08198
0.61996, 0.35319, -0.08354
0.61591, 0.35306, -0.08511
0.61187, 0.35288, -0.08670
0.60783, 0.35264, -0.08830
0.60381, 0.35236, -0.08992
0.59980, 0.35203, -0.09155
0.59581, 0.35165, -0.09321
0.59183, 0.35122, -0.09487
0.58787, 0.35074, -0.09656
0.58392, 0.35022, -0.09826
0.57999, 0.34964, -0.09997
0.57608, 0.34901, -0.10170
0.57219, 0.34833, -0.10345
0.56832, 0.34761, -0.10521
0.56447, 0.34683, -0.10698
0.56065, 0.34601, -0.10878
0.55684, 0.34513, -0.11058
0.55307, 0.34421, -0.11240
0.54932, 0.34324, -0.11424
0.54560, 0.34222, -0.11609
0.54190, 0.34115, -0.11796
0.53824, 0.34003, -0.11984
0.53460, 0.33887, -0.12173
0.53100, 0.33765, -0.12364
0.52743, 0.33639, -0.12556
0.52390, 0.33508, -0.12750
0.52040, 0.33373, -0.12944
0.51694, 0.33233, -0.13140
0.51351, 0.33088, -0.13338
0.51013, 0.32938, -0.13536
0.50678, 0.32785, -0.13736
0.50348, 0.32626, -0.13937
0.50022, 0.32463, -0.14139
0.49700, 0.32296, -0.14343
0.49383, 0.32124, -0.14547
0.49070, 0.31948, -0.14752
0.48762, 0.31768, -0.14959
0.48459, 0.31584, -0.15166
0.48161, 0.31395, -0.15374
0.47868, 0.31203, -0.15583
0.47581, 0.31007, -0.15793
0.47299, 0.30806, -0.16004
0.47022, 0.30602, -0.16216
0.46751, 0.30395, -0.16428
0.46486, 0.30183, -0.16641
0.46227, 0.29968, -0.16854
0.45973, 0.29750, -0.17068
0.45726, 0.29528, -0.17282
0.45485, 0.29304, -0.17497
0.45250, 0.29076, -0.17712
0.45022, 0.28845, -0.17928
0.44801, 0.28611, -0.18143
0.44586, 0.28375, -0.18359
0.44377, 0.28135, -0.18575
0.44176, 0.27894, -0.18791
0.43982, 0.27650, -0.19006
0.43795, 0.27404, -0.19222
0.43615, 0.27156, -0.19437
0.43442, 0.26906, -0.19652
0.43277, 0.26654, -0.19866
0.43119, 0.26401, -0.20080
0.42968, 0.26146, -0.20293
0.42826, 0.25890, -0.20506
0.42690, 0.25633, -0.20718
0.42563, 0.25375, -0.20929
0.42443, 0.25116, -0.21139
0.42331, 0.24857, -0.21348
0.42227, 0.24597, -0.21556
0.42131, 0.24337, -0.21762
0.42043, 0.24078, -0.21968
0.41963, 0.23818, -0.22171
0.41890, 0.23559, -0.22374
0.41826, 0.23300, -0.22574
0.41769, 0.23042, -0.22773
0.41721, 0.22786, -0.22970
0.41680, 0.22530, -0.23164
0.41647, 0.22276, -0.23357
0.41622, 0.22024, -0.23548
0.41605, 0.21773, -0.23736
0.41596, 0.21524, -0.23922
0.41594, 0.21278, -0.24105
0.41600, 0.21034, -0.24286
0.41614, 0.20792, -0.24464
0.41635, 0.20554, -0.24640
0.41663, 0.20318, -0.24812
0.41699, 0.20086, -0.24981
0.41742, 0.19857, -0.25148
0.41791, 0.19631, -0.25311
0.41848, 0.19410, -0.25471
0.41911, 0.19192, -0.25627
0.41981, 0.18978, -0.25780
0.42058, 0.18769, -0.25930
0.42141, 0.18564, -0.26076
0.42230, 0.18364, -0.26218
0.42325, 0.18169, -0.26357
0.42425, 0.17978, -0.26491
0.42532, 0.17793, -0.26622
0.42643, 0.17612, -0.26749
0.42760, 0.17437, -0.26872
0.42882, 0.17268, -0.26991
0.43009, 0.17104, -0.27106
0.43140, 0.16946, -0.27216
0.43276, 0.16793, -0.27323
0.43416, 0.16646, -0.27425
0.43560, 0.16506, -0.27523
0.43707, 0.16371, -0.27617
0.43859, 0.16242, -0.27706
0.44013, 0.16120, -0.27791
0.44171, 0.16003, -0.27872
